Value,Feature,importance,Min,Max,Scaler
49,Rare100bp,0.056712962962962965,0,0.056712962962962965,1
42,Sngl100bp,0.04861111111111111,0,0.056712962962962965,0.857142857
42,ZooVerPhyloP,0.04861111111111111,0,0.056712962962962965,0.857142857
39,Freq100bp,0.04513888888888889,0,0.056712962962962965,0.795918367
33,CCGR257_alt,0.03819444444444445,0,0.056712962962962965,0.673469388
31,gdi,0.03587962962962963,0,0.056712962962962965,0.632653061
28,MGW81_ref,0.032407407407407406,0,0.056712962962962965,0.571428571
27,Rare10000bp,0.03125,0,0.056712962962962965,0.551020408
25,GerpS,0.028935185185185185,0,0.056712962962962965,0.510204082
25,CCGR258_ref,0.028935185185185185,0,0.056712962962962965,0.510204082
22,priPhyloP,0.02546296296296296,0,0.056712962962962965,0.448979592
20,GerpN,0.023148148148148147,0,0.056712962962962965,0.408163265
19,CCGR247_ref,0.02199074074074074,0,0.056712962962962965,0.387755102
19,CCGR259_ref,0.02199074074074074,0,0.056712962962962965,0.387755102
17,AGGT_diff,0.019675925925925927,0,0.056712962962962965,0.346938776
17,CGGT_diff,0.019675925925925927,0,0.056712962962962965,0.346938776
16,HelT101_ref,0.018518518518518517,0,0.056712962962962965,0.326530612
15,Sngl1000bp,0.017361111111111112,0,0.056712962962962965,0.306122449
14,priPhCons,0.016203703703703703,0,0.056712962962962965,0.285714286
14,gdi_phred,0.016203703703703703,0,0.056712962962962965,0.285714286
13,bStatistic,0.015046296296296295,0,0.056712962962962965,0.265306122
13,CAT(frac)_ref,0.015046296296296295,0,0.056712962962962965,0.265306122
12,CCGR305_ref,0.013888888888888888,0,0.056712962962962965,0.244897959
12,SCCGR14_diff,0.013888888888888888,0,0.056712962962962965,0.244897959
11,verPhyloP,0.01273148148148148,0,0.056712962962962965,0.224489796
10,RegSeq7,0.011574074074074073,0,0.056712962962962965,0.204081633
10,CCGR74_ref,0.011574074074074073,0,0.056712962962962965,0.204081633
9,Dist2Mutation,0.010416666666666666,0,0.056712962962962965,0.183673469
9,mamPhyloP,0.010416666666666666,0,0.056712962962962965,0.183673469
9,GC,0.010416666666666666,0,0.056712962962962965,0.183673469
9,minDistTSS,0.010416666666666666,0,0.056712962962962965,0.183673469
9,HelT18_ref,0.010416666666666666,0,0.056712962962962965,0.183673469
9,ProT84_ref,0.010416666666666666,0,0.056712962962962965,0.183673469
9,Roll86_ref,0.010416666666666666,0,0.056712962962962965,0.183673469
9,TACC_diff,0.010416666666666666,0,0.056712962962962965,0.183673469
9,CCGR86_ref,0.010416666666666666,0,0.056712962962962965,0.183673469
8,Sngl10000bp,0.009259259259259259,0,0.056712962962962965,0.163265306
8,RegSeq4,0.009259259259259259,0,0.056712962962962965,0.163265306
8,HelT85_ref,0.009259259259259259,0,0.056712962962962965,0.163265306
8,SCCGR13_diff,0.009259259259259259,0,0.056712962962962965,0.163265306
7,ZooPriPhyloP,0.008101851851851851,0,0.056712962962962965,0.142857143
7,G_Ccontent_DNA_ref,0.008101851851851851,0,0.056712962962962965,0.142857143
7,CAT(frac)_alt,0.008101851851851851,0,0.056712962962962965,0.142857143
7,CACC_diff,0.008101851851851851,0,0.056712962962962965,0.142857143
7,CCGR291_ref,0.008101851851851851,0,0.056712962962962965,0.142857143
6,Freq10000bp,0.006944444444444444,0,0.056712962962962965,0.12244898
6,Roll87_diff,0.006944444444444444,0,0.056712962962962965,0.12244898
6,GCGC_ref,0.006944444444444444,0,0.056712962962962965,0.12244898
6,TGCT_diff,0.006944444444444444,0,0.056712962962962965,0.12244898
6,SCCGR2_diff,0.006944444444444444,0,0.056712962962962965,0.12244898
5,Freq1000bp,0.005787037037037037,0,0.056712962962962965,0.102040816
5,Rare1000bp,0.005787037037037037,0,0.056712962962962965,0.102040816
5,mamPhCons,0.005787037037037037,0,0.056712962962962965,0.102040816
5,CCGR239_ref,0.005787037037037037,0,0.056712962962962965,0.102040816
5,SCCGR17_diff,0.005787037037037037,0,0.056712962962962965,0.102040816
4,CpG,0.004629629629629629,0,0.056712962962962965,0.081632653
4,RegSeq1,0.004629629629629629,0,0.056712962962962965,0.081632653
4,RegSeq3,0.004629629629629629,0,0.056712962962962965,0.081632653
4,RegSeq5,0.004629629629629629,0,0.056712962962962965,0.081632653
4,RegSeq6,0.004629629629629629,0,0.056712962962962965,0.081632653
4,HelT119_ref,0.004629629629629629,0,0.056712962962962965,0.081632653
4,CCTG_ref,0.004629629629629629,0,0.056712962962962965,0.081632653
3,verPhCons,0.003472222222222222,0,0.056712962962962965,0.06122449
3,RegSeq0,0.003472222222222222,0,0.056712962962962965,0.06122449
